Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75
32.4,5.0,215,0.9325437947199605,32.4,5.854500019528848,215,0.9325437947199605,32.4,6.199442417861316,215,0.9325437947199605,32.4,6.41929381097734,215,0.9325437947199605
30.9,5.2,215,0.9330372563533185,30.9,6.088680020310003,215,0.9330372563533185,30.9,6.447420114575769,215,0.9330372563533185,30.9,6.676065563416434,215,0.9330372563533185
29.6,5.5,211,0.9332346410066618,29.6,6.439950021481733,211,0.9332346410066618,29.6,6.8193866596474475,211,0.9332346410066618,29.6,7.061223192075075,211,0.9332346410066618
28.4,5.8,205,0.9333333333333333,28.4,6.791220022653464,205,0.9333333333333333,28.4,7.191353204719125,205,0.9333333333333333,28.4,7.446380820733715,205,0.9333333333333333
27.3,6.3,199,0.9334320256600049,27.3,7.376670024606348,199,0.9334320256600049,27.3,7.8112974465052565,199,0.9334320256600049,27.3,8.08831020183145,199,0.9334320256600049
26.3,6.4,193,0.9334320256600049,26.3,7.493760024996925,193,0.9334320256600049,26.3,7.935286294862483,193,0.9334320256600049,26.3,8.216696078050996,193,0.9334320256600049
25.5,6.3,186,0.9335307179866765,25.5,7.376670024606348,186,0.9335307179866765,25.5,7.8112974465052565,186,0.9335307179866765,25.5,8.08831020183145,186,0.9335307179866765
24.8,6.3,178,0.9335307179866765,24.8,7.376670024606348,178,0.9335307179866765,24.8,7.8112974465052565,178,0.9335307179866765,24.8,8.08831020183145,178,0.9335307179866765
24.1,6.3,172,0.9335307179866765,24.1,7.376670024606348,172,0.9335307179866765,24.1,7.8112974465052565,172,0.9335307179866765,24.1,8.08831020183145,172,0.9335307179866765
23.4,6.3,166,0.9336294103133481,23.4,7.376670024606348,166,0.9336294103133481,23.4,7.8112974465052565,166,0.9336294103133481,23.4,8.08831020183145,166,0.9336294103133481
22.8,6.3,161,0.9337281026400197,22.8,7.376670024606348,161,0.9337281026400197,22.8,7.8112974465052565,161,0.9337281026400197,22.8,8.08831020183145,161,0.9337281026400197
23.2,6.6,155,0.9340241796200345,23.2,7.727940025778079,155,0.9340241796200345,23.2,8.183263991576936,155,0.9340241796200345,23.2,8.47346783049009,155,0.9340241796200345
24.3,7.0,149,0.9346163335800641,24.3,8.196300027340389,149,0.9346163335800641,24.3,8.67921938500584,149,0.9346163335800641,24.3,8.987011335368278,149,0.9346163335800641
25.4,7.4,145,0.9351097952134222,25.4,8.664660028902697,145,0.9351097952134222,25.4,9.175174778434746,145,0.9351097952134222,25.4,9.500554840246465,145,0.9351097952134222
26.8,7.7,140,0.9352084875400938,26.8,9.015930030074426,140,0.9352084875400938,26.8,9.547141323506427,140,0.9352084875400938,26.8,9.885712468905105,140,0.9352084875400938
28.4,7.8,137,0.9349124105600789,28.4,9.133020030465001,137,0.9349124105600789,28.4,9.67113017186365,137,0.9349124105600789,28.4,10.014098345124651,137,0.9349124105600789
30.0,7.9,133,0.9346163335800641,30.0,9.25011003085558,133,0.9346163335800641,30.0,9.795119020220879,133,0.9346163335800641,30.0,10.142484221344198,133,0.9346163335800641
31.3,7.5,131,0.9340241796200345,31.3,8.781750029293272,131,0.9340241796200345,31.3,9.299163626791973,131,0.9340241796200345,31.3,9.62894071646601,131,0.9340241796200345
32.3,6.8,131,0.9332346410066618,32.3,7.962120026559233,131,0.9332346410066618,32.3,8.431241688291388,131,0.9332346410066618,32.3,8.730239582929183,131,0.9332346410066618
33.3,6.1,131,0.9323464100666173,33.3,7.142490023825195,131,0.9323464100666173,33.3,7.563319749790804,131,0.9323464100666173,33.3,7.8315384493923546,131,0.9323464100666173
33.5,5.6,132,0.9320503330866025,33.5,6.55704002187231,132,0.9320503330866025,33.5,6.943375508004673,132,0.9320503330866025,33.5,7.189609068294621,132,0.9320503330866025
33.2,5.3,133,0.9320503330866025,33.2,6.205770020700579,133,0.9320503330866025,33.2,6.571408962932995,133,0.9320503330866025,33.2,6.804451439635981,133,0.9320503330866025
32.9,5.0,135,0.9320503330866025,32.9,5.854500019528848,135,0.9320503330866025,32.9,6.199442417861316,135,0.9320503330866025,32.9,6.41929381097734,135,0.9320503330866025
31.8,5.1,135,0.9323464100666173,31.8,5.971590019919424,135,0.9323464100666173,31.8,6.323431266218542,135,0.9323464100666173,31.8,6.547679687196887,135,0.9323464100666173
30.2,5.3,135,0.9329385640266469,30.2,6.205770020700579,135,0.9329385640266469,30.2,6.571408962932995,135,0.9329385640266469,30.2,6.804451439635981,135,0.9329385640266469
28.6,5.7,134,0.9334320256600049,28.6,6.674130022262887,134,0.9334320256600049,28.6,7.0673643563618995,134,0.9334320256600049,28.6,7.317994944514169,134,0.9334320256600049
27.3,6.1,132,0.9338267949666914,27.3,7.142490023825195,132,0.9338267949666914,27.3,7.563319749790804,132,0.9338267949666914,27.3,7.8315384493923546,132,0.9338267949666914
26.3,6.6,129,0.9342215642733778,26.3,7.727940025778079,129,0.9342215642733778,26.3,8.183263991576936,129,0.9342215642733778,26.3,8.47346783049009,129,0.9342215642733778
25.3,7.1,127,0.934418948926721,25.3,8.313390027730964,127,0.934418948926721,25.3,8.803208233363067,127,0.934418948926721,25.3,9.115397211587823,127,0.934418948926721
24.4,7.4,125,0.9346163335800641,24.4,8.664660028902697,125,0.9346163335800641,24.4,9.175174778434746,125,0.9346163335800641,24.4,9.500554840246465,125,0.9346163335800641
23.6,7.6,124,0.9348137182334074,23.6,8.898840029683848,124,0.9348137182334074,23.6,9.423152475149198,124,0.9348137182334074,23.6,9.757326592685557,124,0.9348137182334074
22.9,7.7,123,0.9349124105600789,22.9,9.015930030074426,123,0.9349124105600789,22.9,9.547141323506427,123,0.9349124105600789,22.9,9.885712468905105,123,0.9349124105600789
22.1,7.7,122,0.9350111028867505,22.1,9.015930030074426,122,0.9350111028867505,22.1,9.547141323506427,122,0.9350111028867505,22.1,9.885712468905105,122,0.9350111028867505
21.4,7.7,121,0.9352084875400938,21.4,9.015930030074426,121,0.9352084875400938,21.4,9.547141323506427,121,0.9352084875400938,21.4,9.885712468905105,121,0.9352084875400938
20.8,7.6,120,0.935405872193437,20.8,8.898840029683848,120,0.935405872193437,20.8,9.423152475149198,120,0.935405872193437,20.8,9.757326592685557,120,0.935405872193437
20.9,7.8,119,0.9358006415001234,20.9,9.133020030465001,119,0.9358006415001234,20.9,9.67113017186365,119,0.9358006415001234,20.9,10.014098345124651,119,0.9358006415001234
21.6,8.2,117,0.9362941031334814,21.6,9.60138003202731,117,0.9362941031334814,21.6,10.167085565292556,117,0.9362941031334814,21.6,10.527641850002837,117,0.9362941031334814
22.4,8.6,116,0.9367875647668394,22.4,10.069740033589618,116,0.9367875647668394,22.4,10.663040958721462,116,0.9367875647668394,22.4,11.041185354881025,116,0.9367875647668394
23.7,8.8,114,0.9368862570935109,23.7,10.303920034370773,114,0.9368862570935109,23.7,10.911018655435916,114,0.9368862570935109,23.7,11.297957107320121,114,0.9368862570935109
25.3,8.7,111,0.9365901801134962,25.3,10.186830033980195,111,0.9365901801134962,25.3,10.787029807078689,111,0.9365901801134962,25.3,11.169571231100573,111,0.9365901801134962
27.0,8.6,108,0.9362941031334814,27.0,10.069740033589618,108,0.9362941031334814,27.0,10.663040958721462,108,0.9362941031334814,27.0,11.041185354881025,108,0.9362941031334814
28.4,8.2,106,0.9357019491734518,28.4,9.60138003202731,106,0.9357019491734518,28.4,10.167085565292556,106,0.9357019491734518,28.4,10.527641850002837,106,0.9357019491734518
29.7,7.5,105,0.9348137182334074,29.7,8.781750029293272,105,0.9348137182334074,29.7,9.299163626791973,105,0.9348137182334074,29.7,9.62894071646601,105,0.9348137182334074
30.9,6.9,103,0.9340241796200345,30.9,8.079210026949811,103,0.9340241796200345,30.9,8.555230536648615,103,0.9340241796200345,30.9,8.85862545914873,103,0.9340241796200345
31.3,6.3,102,0.9335307179866765,31.3,7.376670024606348,102,0.9335307179866765,31.3,7.8112974465052565,102,0.9335307179866765,31.3,8.08831020183145,102,0.9335307179866765
31.0,5.8,104,0.9334320256600049,31.0,6.791220022653464,104,0.9334320256600049,31.0,7.191353204719125,104,0.9334320256600049,31.0,7.446380820733715,104,0.9334320256600049
30.7,5.4,106,0.9333333333333333,30.7,6.322860021091157,106,0.9333333333333333,30.7,6.6953978112902215,106,0.9333333333333333,30.7,6.932837315855528,106,0.9333333333333333
29.7,5.2,109,0.9337281026400197,29.7,6.088680020310003,109,0.9337281026400197,29.7,6.447420114575769,109,0.9337281026400197,29.7,6.676065563416434,109,0.9337281026400197
28.2,5.3,112,0.9345176412533925,28.2,6.205770020700579,112,0.9345176412533925,28.2,6.571408962932995,112,0.9345176412533925,28.2,6.804451439635981,112,0.9345176412533925
26.6,5.5,114,0.9352084875400938,26.6,6.439950021481733,114,0.9352084875400938,26.6,6.8193866596474475,114,0.9352084875400938,26.6,7.061223192075075,114,0.9352084875400938
25.3,5.7,116,0.9357019491734518,25.3,6.674130022262887,116,0.9357019491734518,25.3,7.0673643563618995,116,0.9357019491734518,25.3,7.317994944514169,116,0.9357019491734518
24.3,6.0,116,0.9359980261534665,24.3,7.025400023434618,116,0.9359980261534665,24.3,7.439330901433578,116,0.9359980261534665,24.3,7.703152573172809,116,0.9359980261534665
23.3,6.3,116,0.9361954108068098,23.3,7.376670024606348,116,0.9361954108068098,23.3,7.8112974465052565,116,0.9361954108068098,23.3,8.08831020183145,116,0.9361954108068098
22.5,6.4,115,0.9362941031334814,22.5,7.493760024996925,115,0.9362941031334814,22.5,7.935286294862483,115,0.9362941031334814,22.5,8.216696078050996,115,0.9362941031334814
21.8,6.4,115,0.9362941031334814,21.8,7.493760024996925,115,0.9362941031334814,21.8,7.935286294862483,115,0.9362941031334814,21.8,8.216696078050996,115,0.9362941031334814
21.2,6.4,114,0.9362941031334814,21.2,7.493760024996925,114,0.9362941031334814,21.2,7.935286294862483,114,0.9362941031334814,21.2,8.216696078050996,114,0.9362941031334814
20.6,6.4,114,0.9362941031334814,20.6,7.493760024996925,114,0.9362941031334814,20.6,7.935286294862483,114,0.9362941031334814,20.6,8.216696078050996,114,0.9362941031334814
20.0,6.4,113,0.9361954108068098,20.0,7.493760024996925,113,0.9361954108068098,20.0,7.935286294862483,113,0.9361954108068098,20.0,8.216696078050996,113,0.9361954108068098
19.5,6.4,113,0.9360967184801382,19.5,7.493760024996925,113,0.9360967184801382,19.5,7.935286294862483,113,0.9360967184801382,19.5,8.216696078050996,113,0.9360967184801382
20.0,6.5,112,0.9362941031334814,20.0,7.610850025387502,112,0.9362941031334814,20.0,8.05927514321971,112,0.9362941031334814,20.0,8.345081954270542,112,0.9362941031334814
21.3,6.6,111,0.9366888724401679,21.3,7.727940025778079,111,0.9366888724401679,21.3,8.183263991576936,111,0.9366888724401679,21.3,8.47346783049009,111,0.9366888724401679
22.6,6.8,109,0.9370836417468542,22.6,7.962120026559233,109,0.9370836417468542,22.6,8.431241688291388,109,0.9370836417468542,22.6,8.730239582929183,109,0.9370836417468542
24.2,6.8,107,0.9370836417468542,24.2,7.962120026559233,107,0.9370836417468542,24.2,8.431241688291388,107,0.9370836417468542,24.2,8.730239582929183,107,0.9370836417468542
25.8,6.9,104,0.9367875647668394,25.8,8.079210026949811,104,0.9367875647668394,25.8,8.555230536648615,104,0.9367875647668394,25.8,8.85862545914873,104,0.9367875647668394
27.5,6.9,101,0.9364914877868246,27.5,8.079210026949811,101,0.9364914877868246,27.5,8.555230536648615,101,0.9364914877868246,27.5,8.85862545914873,101,0.9364914877868246
28.8,6.5,97,0.9358993338267949,28.8,7.610850025387502,97,0.9358993338267949,28.8,8.05927514321971,97,0.9358993338267949,28.8,8.345081954270542,97,0.9358993338267949
30.0,5.8,93,0.9350111028867505,30.0,6.791220022653464,93,0.9350111028867505,30.0,7.191353204719125,93,0.9350111028867505,30.0,7.446380820733715,93,0.9350111028867505
31.0,5.0,88,0.9342215642733778,31.0,5.854500019528848,88,0.9342215642733778,31.0,6.199442417861316,88,0.9342215642733778,31.0,6.41929381097734,88,0.9342215642733778
31.4,4.5,85,0.9337281026400197,31.4,5.269050017575963,85,0.9337281026400197,31.4,5.579498176075184,85,0.9337281026400197,31.4,5.777364429879606,85,0.9337281026400197
31.2,4.0,84,0.9334320256600049,31.2,4.683600015623078,84,0.9334320256600049,31.2,4.959553934289052,84,0.9334320256600049,31.2,5.135435048781873,84,0.9334320256600049
30.9,3.6,82,0.9333333333333333,30.9,4.215240014060771,82,0.9333333333333333,30.9,4.463598540860147,82,0.9333333333333333,30.9,4.621891543903685,82,0.9333333333333333
29.8,3.3,88,0.9336294103133481,29.8,3.8639700128890393,88,0.9336294103133481,29.8,4.091631995788468,88,0.9336294103133481,29.8,4.236733915245045,88,0.9336294103133481
28.0,3.2,100,0.9342215642733778,28.0,3.7468800124984627,100,0.9342215642733778,28.0,3.9676431474312417,100,0.9342215642733778,28.0,4.108348039025498,100,0.9342215642733778
26.2,3.4,112,0.9349124105600789,26.2,3.9810600132796163,112,0.9349124105600789,26.2,4.215620844145694,112,0.9349124105600789,26.2,4.365119791464592,112,0.9349124105600789
25.0,3.6,116,0.9353071798667654,25.0,4.215240014060771,116,0.9353071798667654,25.0,4.463598540860147,116,0.9353071798667654,25.0,4.621891543903685,116,0.9353071798667654
24.1,3.8,116,0.9355045645201086,24.1,4.449420014841924,116,0.9355045645201086,24.1,4.711576237574599,116,0.9355045645201086,24.1,4.878663296342778,116,0.9355045645201086
23.4,4.1,115,0.9356032568467801,23.4,4.800690016013655,115,0.9356032568467801,23.4,5.083542782646278,115,0.9356032568467801,23.4,5.2638209250014185,115,0.9356032568467801
22.8,4.3,113,0.9356032568467801,22.8,5.034870016794809,113,0.9356032568467801,22.8,5.331520479360731,113,0.9356032568467801,22.8,5.520592677440512,113,0.9356032568467801
22.3,4.5,111,0.9355045645201086,22.3,5.269050017575963,111,0.9355045645201086,22.3,5.579498176075184,111,0.9355045645201086,22.3,5.777364429879606,111,0.9355045645201086
21.9,4.7,109,0.9355045645201086,21.9,5.503230018357117,109,0.9355045645201086,21.9,5.827475872789637,109,0.9355045645201086,21.9,6.034136182318701,109,0.9355045645201086
21.5,4.9,107,0.935405872193437,21.5,5.737410019138272,107,0.935405872193437,21.5,6.07545356950409,107,0.935405872193437,21.5,6.2909079347577945,107,0.935405872193437
21.1,5.1,104,0.9355045645201086,21.1,5.971590019919424,104,0.9355045645201086,21.1,6.323431266218542,104,0.9355045645201086,21.1,6.547679687196887,104,0.9355045645201086
20.8,5.2,102,0.9355045645201086,20.8,6.088680020310003,102,0.9355045645201086,20.8,6.447420114575769,102,0.9355045645201086,20.8,6.676065563416434,102,0.9355045645201086
21.7,5.3,101,0.9358006415001234,21.7,6.205770020700579,101,0.9358006415001234,21.7,6.571408962932995,101,0.9358006415001234,21.7,6.804451439635981,101,0.9358006415001234
23.4,5.5,101,0.9362941031334814,23.4,6.439950021481733,101,0.9362941031334814,23.4,6.8193866596474475,101,0.9362941031334814,23.4,7.061223192075075,101,0.9362941031334814
25.3,5.6,101,0.9366888724401679,25.3,6.55704002187231,101,0.9366888724401679,25.3,6.943375508004673,101,0.9366888724401679,25.3,7.189609068294621,101,0.9366888724401679
27.0,5.6,99,0.9367875647668394,27.0,6.55704002187231,99,0.9367875647668394,27.0,6.943375508004673,99,0.9367875647668394,27.0,7.189609068294621,99,0.9367875647668394
28.5,5.7,95,0.9365901801134962,28.5,6.674130022262887,95,0.9365901801134962,28.5,7.0673643563618995,95,0.9365901801134962,28.5,7.317994944514169,95,0.9365901801134962
30.0,5.8,92,0.936392795460153,30.0,6.791220022653464,92,0.936392795460153,30.0,7.191353204719125,92,0.936392795460153,30.0,7.446380820733715,92,0.936392795460153
31.1,5.3,89,0.9358006415001234,31.1,6.205770020700579,89,0.9358006415001234,31.1,6.571408962932995,89,0.9358006415001234,31.1,6.804451439635981,89,0.9358006415001234
31.8,4.5,85,0.9350111028867505,31.8,5.269050017575963,85,0.9350111028867505,31.8,5.579498176075184,85,0.9350111028867505,31.8,5.777364429879606,85,0.9350111028867505
32.5,3.5,81,0.9342215642733778,32.5,4.098150013670194,81,0.9342215642733778,32.5,4.33960969250292,81,0.9342215642733778,32.5,4.493505667684139,81,0.9342215642733778
32.6,3.0,79,0.9338267949666914,32.6,3.512700011717309,79,0.9338267949666914,32.6,3.719665450716789,79,0.9338267949666914,32.6,3.8515762865864045,79,0.9338267949666914
32.3,2.6,82,0.9338267949666914,32.3,3.0443400101550013,82,0.9338267949666914,32.3,3.2237100572878843,82,0.9338267949666914,32.3,3.338032781708217,82,0.9338267949666914
31.9,2.3,87,0.9338267949666914,31.9,2.6930700089832698,87,0.9338267949666914,31.9,2.851743512216205,87,0.9338267949666914,31.9,2.9528751530495767,87,0.9338267949666914
30.8,2.3,96,0.9341228719467062,30.8,2.6930700089832698,96,0.9341228719467062,30.8,2.851743512216205,96,0.9341228719467062,30.8,2.9528751530495767,96,0.9341228719467062
29.0,2.5,106,0.9347150259067357,29.0,2.927250009764424,106,0.9347150259067357,29.0,3.099721208930658,106,0.9347150259067357,29.0,3.20964690548867,106,0.9347150259067357
27.2,2.8,115,0.9353071798667654,27.2,3.278520010936155,115,0.9353071798667654,27.2,3.4716877540023363,115,0.9353071798667654,27.2,3.5948045341473107,115,0.9353071798667654
26.1,3.1,116,0.9357019491734518,26.1,3.629790012107886,116,0.9357019491734518,26.1,3.8436542990740157,116,0.9357019491734518,26.1,3.979962162805951,116,0.9357019491734518
25.6,3.4,115,0.9358993338267949,25.6,3.9810600132796163,115,0.9358993338267949,25.6,4.215620844145694,115,0.9358993338267949,25.6,4.365119791464592,115,0.9358993338267949
25.1,3.6,113,0.9359980261534665,25.1,4.215240014060771,113,0.9359980261534665,25.1,4.463598540860147,113,0.9359980261534665,25.1,4.621891543903685,113,0.9359980261534665
24.7,3.9,108,0.9359980261534665,24.7,4.566510015232501,108,0.9359980261534665,24.7,4.835565085931825,108,0.9359980261534665,24.7,5.007049172562326,108,0.9359980261534665
24.3,4.2,103,0.9358993338267949,24.3,4.917780016404232,103,0.9358993338267949,24.3,5.207531631003505,103,0.9358993338267949,24.3,5.392206801220967,103,0.9358993338267949
23.9,4.5,98,0.9358993338267949,23.9,5.269050017575963,98,0.9358993338267949,23.9,5.579498176075184,98,0.9358993338267949,23.9,5.777364429879606,98,0.9358993338267949
23.4,4.8,94,0.9358993338267949,23.4,5.620320018747694,94,0.9358993338267949,23.4,5.951464721146863,94,0.9358993338267949,23.4,6.162522058538247,94,0.9358993338267949
22.8,4.9,91,0.9360967184801382,22.8,5.737410019138272,91,0.9360967184801382,22.8,6.07545356950409,91,0.9360967184801382,22.8,6.2909079347577945,91,0.9360967184801382
22.3,5.0,87,0.9362941031334814,22.3,5.854500019528848,87,0.9362941031334814,22.3,6.199442417861316,87,0.9362941031334814,22.3,6.41929381097734,87,0.9362941031334814
23.2,5.2,85,0.9366888724401679,23.2,6.088680020310003,85,0.9366888724401679,23.2,6.447420114575769,85,0.9366888724401679,23.2,6.676065563416434,85,0.9366888724401679
25.2,5.5,83,0.9371823340735258,25.2,6.439950021481733,83,0.9371823340735258,25.2,6.8193866596474475,83,0.9371823340735258,25.2,7.061223192075075,83,0.9371823340735258
27.3,5.7,82,0.9375771033802122,27.3,6.674130022262887,82,0.9375771033802122,27.3,7.0673643563618995,82,0.9375771033802122,27.3,7.317994944514169,82,0.9375771033802122
29.0,5.9,77,0.9376757957068839,29.0,6.9083100230440415,77,0.9376757957068839,29.0,7.315342053076352,77,0.9376757957068839,29.0,7.5747666969532625,77,0.9376757957068839
30.4,6.0,71,0.937379718726869,30.4,7.025400023434618,71,0.937379718726869,30.4,7.439330901433578,71,0.937379718726869,30.4,7.703152573172809,71,0.937379718726869
31.7,6.1,65,0.9370836417468542,31.7,7.142490023825195,65,0.9370836417468542,31.7,7.563319749790804,65,0.9370836417468542,31.7,7.8315384493923546,65,0.9370836417468542
32.5,5.5,63,0.9364914877868246,32.5,6.439950021481733,63,0.9364914877868246,32.5,6.8193866596474475,63,0.9364914877868246,32.5,7.061223192075075,63,0.9364914877868246
33.0,4.3,64,0.9356032568467801,33.0,5.034870016794809,64,0.9356032568467801,33.0,5.331520479360731,64,0.9356032568467801,33.0,5.520592677440512,64,0.9356032568467801
33.4,3.1,68,0.9348137182334074,33.4,3.629790012107886,68,0.9348137182334074,33.4,3.8436542990740157,68,0.9348137182334074,33.4,3.979962162805951,68,0.9348137182334074
33.4,2.4,77,0.9343202566000494,33.4,2.810160009373847,77,0.9343202566000494,33.4,2.9757323605734314,77,0.9343202566000494,33.4,3.0812610292691236,77,0.9343202566000494
33.0,2.2,90,0.9342215642733778,33.0,2.575980008592693,90,0.9342215642733778,33.0,2.727754663858979,90,0.9342215642733778,33.0,2.8244892768300303,90,0.9342215642733778
32.7,2.2,104,0.9342215642733778,32.7,2.575980008592693,104,0.9342215642733778,32.7,2.727754663858979,104,0.9342215642733778,32.7,2.8244892768300303,104,0.9342215642733778
31.3,2.4,109,0.9345176412533925,31.3,2.810160009373847,109,0.9345176412533925,31.3,2.9757323605734314,109,0.9345176412533925,31.3,3.0812610292691236,109,0.9345176412533925
29.4,2.8,109,0.9351097952134222,29.4,3.278520010936155,109,0.9351097952134222,29.4,3.4716877540023363,109,0.9351097952134222,29.4,3.5948045341473107,109,0.9351097952134222
27.3,3.2,108,0.9357019491734518,27.3,3.7468800124984627,108,0.9357019491734518,27.3,3.9676431474312417,108,0.9357019491734518,27.3,4.108348039025498,108,0.9357019491734518
26.0,3.5,105,0.9359980261534665,26.0,4.098150013670194,105,0.9359980261534665,26.0,4.33960969250292,105,0.9359980261534665,26.0,4.493505667684139,105,0.9359980261534665
25.2,3.7,101,0.9361954108068098,25.2,4.332330014451348,101,0.9361954108068098,25.2,4.587587389217373,101,0.9361954108068098,25.2,4.750277420123233,101,0.9361954108068098
24.5,4.0,97,0.9362941031334814,24.5,4.683600015623078,97,0.9362941031334814,24.5,4.959553934289052,97,0.9362941031334814,24.5,5.135435048781873,97,0.9362941031334814
23.9,4.3,94,0.936392795460153,23.9,5.034870016794809,94,0.936392795460153,23.9,5.331520479360731,94,0.936392795460153,23.9,5.520592677440512,94,0.936392795460153
23.5,4.6,91,0.9362941031334814,23.5,5.3861400179665395,91,0.9362941031334814,23.5,5.70348702443241,91,0.9362941031334814,23.5,5.905750306099153,91,0.9362941031334814
23.1,4.9,88,0.9361954108068098,23.1,5.737410019138272,88,0.9361954108068098,23.1,6.07545356950409,88,0.9361954108068098,23.1,6.2909079347577945,88,0.9361954108068098
22.7,5.1,85,0.9362941031334814,22.7,5.971590019919424,85,0.9362941031334814,22.7,6.323431266218542,85,0.9362941031334814,22.7,6.547679687196887,85,0.9362941031334814
22.2,5.2,83,0.9364914877868246,22.2,6.088680020310003,83,0.9364914877868246,22.2,6.447420114575769,83,0.9364914877868246,22.2,6.676065563416434,83,0.9364914877868246
21.8,5.3,80,0.9365901801134962,21.8,6.205770020700579,80,0.9365901801134962,21.8,6.571408962932995,80,0.9365901801134962,21.8,6.804451439635981,80,0.9365901801134962
22.7,5.3,79,0.9369849494201825,22.7,6.205770020700579,79,0.9369849494201825,22.7,6.571408962932995,79,0.9369849494201825,22.7,6.804451439635981,79,0.9369849494201825
24.7,5.4,79,0.9374784110535406,24.7,6.322860021091157,79,0.9374784110535406,24.7,6.6953978112902215,79,0.9374784110535406,24.7,6.932837315855528,79,0.9374784110535406
26.8,5.5,80,0.9379718726868985,26.8,6.439950021481733,80,0.9379718726868985,26.8,6.8193866596474475,80,0.9379718726868985,26.8,7.061223192075075,80,0.9379718726868985
28.3,5.7,78,0.9380705650135702,28.3,6.674130022262887,78,0.9380705650135702,28.3,7.0673643563618995,78,0.9380705650135702,28.3,7.317994944514169,78,0.9380705650135702
29.6,5.9,76,0.9376757957068839,29.6,6.9083100230440415,76,0.9376757957068839,29.6,7.315342053076352,76,0.9376757957068839,29.6,7.5747666969532625,76,0.9376757957068839
30.7,6.1,73,0.937379718726869,30.7,7.142490023825195,73,0.937379718726869,30.7,7.563319749790804,73,0.937379718726869,30.7,7.8315384493923546,73,0.937379718726869
31.5,5.7,76,0.9366888724401679,31.5,6.674130022262887,76,0.9366888724401679,31.5,7.0673643563618995,76,0.9366888724401679,31.5,7.317994944514169,76,0.9366888724401679
32.1,5.0,84,0.9357019491734518,32.1,5.854500019528848,84,0.9357019491734518,32.1,6.199442417861316,84,0.9357019491734518,32.1,6.41929381097734,84,0.9357019491734518
32.5,4.4,95,0.9347150259067357,32.5,5.151960017185386,95,0.9347150259067357,32.5,5.455509327717958,95,0.9347150259067357,32.5,5.6489785536600605,95,0.9347150259067357
32.5,4.2,102,0.9342215642733778,32.5,4.917780016404232,102,0.9342215642733778,32.5,5.207531631003505,102,0.9342215642733778,32.5,5.392206801220967,102,0.9342215642733778
32.0,4.3,105,0.9341228719467062,32.0,5.034870016794809,105,0.9341228719467062,32.0,5.331520479360731,105,0.9341228719467062,32.0,5.520592677440512,105,0.9341228719467062
31.5,4.4,107,0.9340241796200345,31.5,5.151960017185386,107,0.9340241796200345,31.5,5.455509327717958,107,0.9340241796200345,31.5,5.6489785536600605,107,0.9340241796200345
30.2,4.4,106,0.9343202566000494,30.2,5.151960017185386,106,0.9343202566000494,30.2,5.455509327717958,106,0.9343202566000494,30.2,5.6489785536600605,106,0.9343202566000494
28.3,4.3,101,0.9349124105600789,28.3,5.034870016794809,101,0.9349124105600789,28.3,5.331520479360731,101,0.9349124105600789,28.3,5.520592677440512,101,0.9349124105600789
26.3,4.2,97,0.935405872193437,26.3,4.917780016404232,97,0.935405872193437,26.3,5.207531631003505,97,0.935405872193437,26.3,5.392206801220967,97,0.935405872193437
24.9,4.3,92,0.9357019491734518,24.9,5.034870016794809,92,0.9357019491734518,24.9,5.331520479360731,92,0.9357019491734518,24.9,5.520592677440512,92,0.9357019491734518
23.9,4.6,87,0.9358993338267949,23.9,5.3861400179665395,87,0.9358993338267949,23.9,5.70348702443241,87,0.9358993338267949,23.9,5.905750306099153,87,0.9358993338267949
23.0,4.8,84,0.9358993338267949,23.0,5.620320018747694,84,0.9358993338267949,23.0,5.951464721146863,84,0.9358993338267949,23.0,6.162522058538247,84,0.9358993338267949
22.2,5.0,81,0.9358993338267949,22.2,5.854500019528848,81,0.9358993338267949,22.2,6.199442417861316,81,0.9358993338267949,22.2,6.41929381097734,81,0.9358993338267949
21.6,5.0,78,0.9357019491734518,21.6,5.854500019528848,78,0.9357019491734518,21.6,6.199442417861316,78,0.9357019491734518,21.6,6.41929381097734,78,0.9357019491734518
21.0,5.1,75,0.9355045645201086,21.0,5.971590019919424,75,0.9355045645201086,21.0,6.323431266218542,75,0.9355045645201086,21.0,6.547679687196887,75,0.9355045645201086
20.4,5.1,73,0.935405872193437,20.4,5.971590019919424,73,0.935405872193437,20.4,6.323431266218542,73,0.935405872193437,20.4,6.547679687196887,73,0.935405872193437
19.9,5.1,71,0.9355045645201086,19.9,5.971590019919424,71,0.9355045645201086,19.9,6.323431266218542,71,0.9355045645201086,19.9,6.547679687196887,71,0.9355045645201086
19.4,5.1,69,0.9355045645201086,19.4,5.971590019919424,69,0.9355045645201086,19.4,6.323431266218542,69,0.9355045645201086,19.4,6.547679687196887,69,0.9355045645201086
20.4,5.0,68,0.9356032568467801,20.4,5.854500019528848,68,0.9356032568467801,20.4,6.199442417861316,68,0.9356032568467801,20.4,6.41929381097734,68,0.9356032568467801
22.4,5.0,68,0.9358993338267949,22.4,5.854500019528848,68,0.9358993338267949,22.4,6.199442417861316,68,0.9358993338267949,22.4,6.41929381097734,68,0.9358993338267949
